Model,Mode,Stock,Trial,Status,Lag_Count,Target_Transform,Estimator,Best_Params,Selection_Metric,Selection_Score,Val_MAE,Val_MSE,Val_RMSE,Val_R2,Val_PinballLoss,Val_Bias
lightgbm_quantile,nonsentiment,MRK,8,ok,20,difference,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 1.0}",PinballLoss,0.3998216074228865,0.799643214845773,1.294027658787843,1.1375533652483487,0.9736528710961501,0.3998216074228865,-0.1758716675228207
lightgbm_quantile,nonsentiment,MRK,9,ok,20,difference,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.40563948967100405,0.8112789793420081,1.3175963717784545,1.1478660077632992,0.973172998880866,0.40563948967100405,-0.22597797593531246
lightgbm_quantile,nonsentiment,MRK,10,ok,40,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.4321894054694,0.8643788109388,1.4196156921092493,1.1914762658606546,0.968796242257129,0.4321894054694,-0.37266529113456814
lightgbm_quantile,nonsentiment,MRK,11,ok,40,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 1.0}",PinballLoss,0.42319290385625963,0.8463858077125193,1.383633470213909,1.176279503440364,0.9695871468246914,0.42319290385625963,-0.336569113291297
lightgbm_quantile,nonsentiment,ORCL,1,ok,50,difference,GradientBoostingRegressor,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300, ""random_state"": 42}",PinballLoss,0.31646148296703625,0.6329229659340725,0.9219579973673804,0.9601864388582981,0.9619515892251839,0.31646148296703625,-0.15936784192273334
lightgbm_quantile,nonsentiment,ORCL,2,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.3142345893052576,0.6284691786105152,0.8902909245336026,0.9435522903017101,0.960486824876131,0.3142345893052576,-0.13106843119851472
lightgbm_quantile,nonsentiment,ORCL,3,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.31552259436106883,0.6310451887221377,0.8885950490687992,0.942653196604562,0.9605620917606769,0.31552259436106883,-0.1682511436545093
lightgbm_quantile,nonsentiment,ORCL,4,ok,50,difference,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.3175760491407013,0.6351520982814026,0.9305267772952986,0.964638158738964,0.9615979630735941,0.3175760491407013,-0.17405162684722422
lightgbm_quantile,nonsentiment,ORCL,5,ok,20,difference,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 1.0}",PinballLoss,0.3182238708275689,0.6364477416551378,0.8962187757356456,0.946688320270006,0.9602237330977023,0.3182238708275689,-0.17637332430523203
lightgbm_quantile,nonsentiment,ORCL,6,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.08, ""max_depth"": 3, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.32155342804179127,0.6431068560835825,0.9079726968154334,0.9528760133487637,0.9597020668319688,0.32155342804179127,-0.18929745560097613
lightgbm_quantile,nonsentiment,ORCL,7,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.313149319116731,0.626298638233462,0.882955276498453,0.9396569993877835,0.9608123979416003,0.313149319116731,-0.1601386057486434
lightgbm_quantile,nonsentiment,ORCL,8,ok,20,difference,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 1.0}",PinballLoss,0.32024837292137404,0.6404967458427481,0.9003353096135562,0.9488600052766247,0.9600410317811563,0.32024837292137404,-0.1825905926591897
lightgbm_quantile,nonsentiment,ORCL,9,ok,20,difference,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.32103640048596505,0.6420728009719301,0.9049926561492686,0.9513110196719412,0.9598343279451326,0.32103640048596505,-0.1853906926558909
lightgbm_quantile,nonsentiment,ORCL,10,ok,40,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.3104148523123169,0.6208297046246338,0.9072019519124891,0.952471496640445,0.9613058365977073,0.3104148523123169,-0.1185295928069086
lightgbm_quantile,nonsentiment,ORCL,11,ok,40,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 1.0}",PinballLoss,0.3102368238712335,0.620473647742467,0.9072287976554944,0.9524855892114559,0.9613046915675799,0.3102368238712335,-0.11820675257439392
